Estudiante_ID,Edad,Genero,Comuna,Nota_Matemáticas,Nota_Lenguaje,Nota_Ciencias
7577,28,masculino,San Pedro,57,24,87
7578,24,prefiero no decirlo,Lota,85,95,96
7579,26,femenino,Hualpén,95,59,90
7580,23,prefiero no decirlo,Coronel,71,70,60
7581,26,masculino,Coronel,20,98,42
7582,26,masculino,Concepción,72,91,54
7583,26,femenino,Arauco,16,46,88
7584,26,femenino,Penco,67,27,71
7585,24,masculino,Lota,68,20,90
7586,18,masculino,Tomé,25,56,49
7587,26,masculino,Lota,3,72,99
7588,23,masculino,Lota,96,57,9
7589,20,femenino,San Pedro,41,80,66
7590,19,masculino,Coronel,90,85,97
7591,20,femenino,Penco,94,6,31
7592,22,prefiero no decirlo,Hualpén,92,23,17
7593,20,prefiero no decirlo,Arauco,42,52,69
7594,24,femenino,San Pedro,6,44,8
7595,21,masculino,Tomé,70,85,70
7596,26,femenino,Coronel,5,53,74
7597,24,prefiero no decirlo,Coronel,86,17,81
7598,22,prefiero no decirlo,Arauco,89,40,66
7599,23,masculino,San Pedro,28,72,36
7600,29,femenino,Concepción,82,17,78
7601,18,prefiero no decirlo,San Pedro,37,63,26
7602,21,masculino,San Pedro,20,79,99
7603,18,prefiero no decirlo,Penco,11,16,3
7604,21,femenino,Coronel,81,74,61
7605,22,femenino,Penco,47,36,5
7606,20,prefiero no decirlo,Coronel,81,18,92
7607,27,masculino,Concepción,49,6,16
7608,22,masculino,Tomé,9,70,85
7609,26,prefiero no decirlo,San Pedro,52,94,54
7610,20,femenino,San Pedro,68,78,59
7611,29,masculino,Lota,93,63,6
7612,27,masculino,Hualpén,16,39,95
7613,29,femenino,Arauco,53,8,48
7614,19,femenino,Lota,3,9,2
7615,19,prefiero no decirlo,Tomé,48,34,26
7616,20,masculino,Coronel,4,87,9
7617,25,masculino,Lota,91,4,71
7618,20,masculino,Coronel,62,33,18
7619,18,masculino,Lota,16,9,86
7620,21,femenino,Tomé,31,51,72
7621,28,masculino,Coronel,4,75,50
7622,22,masculino,Coronel,75,63,94
7623,25,femenino,Arauco,28,13,98
7624,18,masculino,Tomé,7,81,61
7625,28,femenino,Tomé,36,21,4
7626,27,masculino,Tomé,39,6,47
7627,21,prefiero no decirlo,Concepción,47,79,7
7628,21,femenino,San Pedro,19,23,30
7629,29,femenino,Concepción,77,93,11
7630,18,prefiero no decirlo,Penco,54,44,51
7631,28,prefiero no decirlo,Hualpén,1,90,65
7632,29,masculino,Tomé,84,33,8
7633,29,prefiero no decirlo,Concepción,23,64,17
7634,27,masculino,Penco,18,87,2
7635,26,femenino,Concepción,33,61,4
7636,18,femenino,Concepción,2,61,66
7637,22,prefiero no decirlo,Arauco,48,43,98
7638,25,femenino,Arauco,36,82,20
7639,18,prefiero no decirlo,San Pedro,97,36,53
7640,24,masculino,San Pedro,29,52,1
7641,29,femenino,Tomé,45,6,60
7642,18,prefiero no decirlo,Concepción,66,58,79
7643,23,prefiero no decirlo,Arauco,1,77,64
7644,20,femenino,Hualpén,82,67,83
7645,21,femenino,Tomé,20,67,87
7646,27,femenino,Coronel,41,73,49
7647,28,femenino,Coronel,26,29,97
7648,29,prefiero no decirlo,Tomé,62,37,81
7649,21,masculino,Hualpén,1,50,39
7650,26,femenino,Coronel,7,44,74
7651,28,femenino,Concepción,82,70,39
7652,24,masculino,Tomé,32,44,62
7653,29,femenino,Hualpén,25,27,93
7654,23,prefiero no decirlo,Tomé,54,90,97
7655,28,femenino,Tomé,50,1,4
7656,26,prefiero no decirlo,Coronel,89,14,96
7657,18,masculino,Hualpén,88,23,58
7658,28,masculino,Tomé,14,50,48
7659,22,femenino,Concepción,9,26,58
7660,18,prefiero no decirlo,Hualpén,27,70,1
7661,18,prefiero no decirlo,Lota,23,95,28
7662,18,masculino,Concepción,32,22,1
7663,29,femenino,Coronel,98,81,39
7664,19,prefiero no decirlo,Tomé,44,54,86
7665,26,masculino,San Pedro,92,6,5
7666,28,masculino,Arauco,45,52,86
7667,18,masculino,Lota,9,68,28
7668,22,prefiero no decirlo,Lota,17,90,13
7669,19,femenino,Concepción,7,73,7
7670,19,masculino,Concepción,76,64,69
7671,28,femenino,Tomé,13,63,50
7672,20,femenino,Concepción,20,62,57
7673,27,femenino,Penco,65,8,96
7674,26,femenino,Tomé,63,92,57
7675,24,prefiero no decirlo,Hualpén,73,23,70
7676,23,prefiero no decirlo,Tomé,28,67,2
7677,27,femenino,Penco,16,85,65
7678,23,prefiero no decirlo,San Pedro,40,66,39
7679,22,femenino,Penco,22,46,50
7680,25,prefiero no decirlo,San Pedro,98,56,46
7681,19,femenino,Penco,15,11,97
7682,20,femenino,Hualpén,36,96,29
7683,24,prefiero no decirlo,Hualpén,77,51,31
7684,27,masculino,Concepción,28,82,57
7685,26,masculino,San Pedro,16,44,27
7686,18,prefiero no decirlo,San Pedro,66,71,94
7687,19,femenino,Tomé,86,19,75
7688,23,prefiero no decirlo,Coronel,90,32,14
7689,28,masculino,San Pedro,59,82,90
7690,21,prefiero no decirlo,Lota,32,27,81
7691,26,prefiero no decirlo,Penco,90,51,24
7692,19,prefiero no decirlo,Hualpén,56,38,87
7693,28,masculino,Concepción,15,24,28
7694,20,masculino,Lota,75,63,66
7695,20,masculino,San Pedro,98,14,21
7696,24,femenino,San Pedro,21,66,79
7697,26,femenino,San Pedro,5,33,58
7698,24,femenino,Lota,59,32,26
7699,26,prefiero no decirlo,Lota,66,90,17
7700,28,prefiero no decirlo,Lota,91,68,92
7701,22,masculino,Lota,31,5,83
7702,25,femenino,San Pedro,85,98,75
7703,22,femenino,Penco,21,72,18
7704,23,prefiero no decirlo,San Pedro,68,37,78
7705,25,masculino,Coronel,95,96,96
7706,21,masculino,Coronel,49,34,19
7707,22,masculino,Penco,79,52,62
7708,19,masculino,Coronel,20,28,33
7709,25,masculino,Penco,82,76,50
7710,28,masculino,Arauco,99,75,11
7711,18,prefiero no decirlo,San Pedro,37,73,35
7712,28,masculino,Tomé,48,47,1
7713,20,masculino,San Pedro,72,19,8
7714,19,masculino,Penco,59,54,41
7715,18,femenino,Tomé,82,41,81
7716,29,prefiero no decirlo,Tomé,94,18,95
7717,19,prefiero no decirlo,Hualpén,67,43,39
7718,29,masculino,Penco,36,13,17
7719,20,masculino,San Pedro,52,21,36
7720,26,femenino,Lota,49,51,53
7721,23,prefiero no decirlo,Lota,52,96,88
7722,26,masculino,Lota,25,56,84
7723,19,masculino,San Pedro,84,34,42
7724,20,masculino,Lota,20,64,44
7725,24,masculino,Lota,97,57,27
7726,22,masculino,Coronel,86,64,89
7727,20,femenino,Lota,55,1,63
7728,29,prefiero no decirlo,Coronel,72,16,73
7729,28,femenino,Hualpén,97,57,48
7730,24,prefiero no decirlo,Penco,51,88,91
7731,28,femenino,Lota,45,83,96
7732,22,prefiero no decirlo,Arauco,84,24,82
7733,18,prefiero no decirlo,Coronel,11,94,95
7734,28,prefiero no decirlo,Coronel,42,82,65
7735,26,prefiero no decirlo,Lota,63,35,29
7736,18,prefiero no decirlo,Penco,29,24,94
7737,28,prefiero no decirlo,Coronel,80,16,88
7738,19,femenino,Hualpén,74,71,21
7739,26,femenino,Tomé,50,2,52
7740,29,femenino,Arauco,58,48,96
7741,25,femenino,Lota,87,54,58
7742,23,masculino,Coronel,59,54,29
7743,27,masculino,Concepción,80,91,59
7744,26,prefiero no decirlo,Tomé,94,71,97
7745,23,masculino,Hualpén,53,68,90
7746,19,prefiero no decirlo,Concepción,23,23,54
7747,27,prefiero no decirlo,Tomé,67,35,61
7748,28,masculino,Concepción,1,67,24
7749,20,prefiero no decirlo,Coronel,83,78,12
7750,29,prefiero no decirlo,Coronel,37,52,39
7751,28,masculino,Tomé,21,9,75
7752,27,masculino,Tomé,23,72,58
7753,19,masculino,Hualpén,54,30,82
7754,26,prefiero no decirlo,Tomé,24,31,15
7755,18,femenino,San Pedro,46,49,15
7756,18,prefiero no decirlo,Arauco,23,88,4
7757,25,prefiero no decirlo,Arauco,61,91,9
7758,23,masculino,Lota,79,57,58
7759,19,prefiero no decirlo,Penco,37,57,4
7760,22,femenino,San Pedro,65,88,85
7761,21,femenino,Concepción,84,87,6
7762,23,prefiero no decirlo,Concepción,44,74,52
7763,21,prefiero no decirlo,Lota,21,33,98
7764,26,prefiero no decirlo,Penco,89,34,27
7765,21,masculino,Coronel,50,13,50
7766,24,prefiero no decirlo,Coronel,88,43,70
7767,19,prefiero no decirlo,Hualpén,79,26,14
7768,26,prefiero no decirlo,Tomé,30,76,67
7769,20,femenino,Lota,74,5,68
7770,21,prefiero no decirlo,Tomé,34,32,71
7771,23,masculino,Lota,29,76,21
7772,24,masculino,Tomé,37,67,40
7773,28,masculino,Coronel,56,63,20
7774,22,masculino,Coronel,77,36,5
7775,29,prefiero no decirlo,Lota,74,18,27
7776,28,prefiero no decirlo,Arauco,8,94,46
7777,23,prefiero no decirlo,Lota,73,14,11
7778,28,prefiero no decirlo,Penco,71,74,85
7779,27,femenino,Lota,58,33,88
7780,19,masculino,San Pedro,50,43,69
7781,23,masculino,Penco,25,12,43
7782,29,prefiero no decirlo,Coronel,96,13,66
7783,25,femenino,Concepción,13,29,87
7784,29,masculino,San Pedro,28,71,97
7785,28,femenino,Penco,88,43,96
7786,29,femenino,Lota,25,21,40
7787,22,femenino,Concepción,77,88,80
7788,27,prefiero no decirlo,Tomé,63,21,3
7789,18,femenino,Coronel,66,24,32
7790,18,femenino,Arauco,83,85,80
7791,26,masculino,Penco,59,51,24
7792,23,femenino,Coronel,25,51,94
7793,24,prefiero no decirlo,Tomé,23,70,32
7794,21,prefiero no decirlo,Lota,96,96,88
7795,24,femenino,Arauco,67,38,95
7796,27,prefiero no decirlo,Arauco,64,84,48
7797,20,femenino,Lota,12,11,21
7798,24,prefiero no decirlo,San Pedro,73,14,24
7799,23,femenino,San Pedro,64,98,51
7800,18,prefiero no decirlo,Lota,61,94,88
7801,29,prefiero no decirlo,San Pedro,1,32,55
7802,20,prefiero no decirlo,Penco,77,84,61
7803,18,femenino,Concepción,76,7,22
7804,29,masculino,Lota,11,37,91
7805,20,femenino,Tomé,87,33,71
7806,21,femenino,Lota,56,86,77
7807,23,masculino,San Pedro,53,60,54
7808,23,masculino,Tomé,59,13,46
7809,28,femenino,Arauco,70,35,68
7810,24,prefiero no decirlo,Hualpén,19,24,13
7811,22,prefiero no decirlo,Coronel,96,85,94
7812,18,prefiero no decirlo,Concepción,16,83,31
7813,28,prefiero no decirlo,Concepción,57,94,39
7814,24,prefiero no decirlo,Tomé,39,91,13
7815,24,femenino,Tomé,25,45,64
7816,28,masculino,Tomé,98,15,31
7817,24,femenino,Coronel,62,30,24
7818,21,masculino,Coronel,40,44,69
7819,22,femenino,Penco,34,19,70
7820,27,masculino,Tomé,32,90,25
7821,29,masculino,Penco,15,26,61
7822,21,masculino,San Pedro,20,89,12
7823,20,femenino,Penco,14,91,2
7824,21,femenino,Arauco,10,18,21
7825,27,prefiero no decirlo,Hualpén,18,90,4
7826,25,prefiero no decirlo,San Pedro,2,92,59
7827,19,femenino,Arauco,25,45,77
7828,19,masculino,Concepción,35,75,96
7829,26,femenino,Tomé,66,91,29
7830,25,prefiero no decirlo,Coronel,32,93,59
7831,27,prefiero no decirlo,Tomé,38,16,64
7832,22,masculino,Tomé,9,80,22
7833,27,masculino,San Pedro,66,9,33
7834,20,masculino,Coronel,10,34,12
7835,29,femenino,San Pedro,44,96,42
7836,28,masculino,Coronel,39,73,88
7837,20,masculino,Penco,17,7,76
7838,25,masculino,Arauco,41,40,91
7839,20,prefiero no decirlo,Coronel,57,11,59
7840,24,prefiero no decirlo,Tomé,34,65,32
7841,28,prefiero no decirlo,Coronel,41,93,33
7842,21,prefiero no decirlo,Penco,13,95,20
7843,24,femenino,Hualpén,52,63,2
7844,25,prefiero no decirlo,Arauco,42,40,58
7845,21,femenino,Lota,26,24,31
7846,23,femenino,Arauco,18,52,97
7847,26,masculino,Coronel,58,73,99
7848,20,masculino,Penco,44,7,30
7849,24,masculino,Penco,52,36,89
7850,27,femenino,San Pedro,53,81,77
7851,27,masculino,Arauco,78,69,20
7852,28,femenino,Lota,32,39,56
7853,23,prefiero no decirlo,Concepción,55,33,29
7854,29,femenino,Penco,19,36,26
7855,21,masculino,Tomé,37,67,91
7856,27,masculino,Arauco,6,74,29
7857,23,femenino,Arauco,10,16,1
7858,28,masculino,Concepción,85,2,11
7859,25,masculino,Hualpén,62,98,55
7860,23,masculino,Tomé,79,71,23
7861,19,prefiero no decirlo,Lota,83,8,1
7862,22,femenino,Penco,66,6,74
7863,25,masculino,Tomé,59,58,50
7864,24,femenino,Coronel,53,86,84
7865,29,masculino,San Pedro,61,21,18
7866,19,prefiero no decirlo,Tomé,32,82,2
7867,25,femenino,Arauco,65,68,89
7868,18,masculino,Concepción,35,42,16
7869,23,masculino,Penco,55,11,51
7870,18,femenino,Arauco,50,14,55
7871,21,prefiero no decirlo,San Pedro,28,51,35
7872,29,masculino,San Pedro,18,33,69
7873,22,prefiero no decirlo,Hualpén,6,77,26
7874,20,femenino,Coronel,31,84,7
7875,23,prefiero no decirlo,Tomé,87,85,68
7876,19,masculino,Penco,21,8,4
7877,24,masculino,Coronel,61,52,82
7878,25,masculino,Lota,96,64,58
7879,29,masculino,Tomé,2,25,59
7880,29,prefiero no decirlo,Concepción,69,58,63
7881,24,prefiero no decirlo,Lota,76,49,84
7882,18,femenino,Arauco,39,63,35
7883,18,femenino,Hualpén,31,89,53
7884,27,prefiero no decirlo,Arauco,51,19,14
7885,28,masculino,Tomé,30,38,55
7886,27,masculino,Tomé,20,94,13
7887,28,prefiero no decirlo,Coronel,15,18,55
7888,29,femenino,Concepción,43,63,65
7889,22,masculino,Concepción,45,22,32
7890,19,masculino,Concepción,78,34,32
7891,22,masculino,Arauco,99,26,62
7892,25,masculino,Lota,58,14,31
7893,25,prefiero no decirlo,Arauco,99,25,95
7894,18,femenino,Arauco,92,70,19
7895,26,femenino,Coronel,11,69,34
7896,22,prefiero no decirlo,Penco,89,39,41
7897,24,prefiero no decirlo,Coronel,78,73,13
7898,21,masculino,Lota,3,62,23
7899,23,masculino,San Pedro,99,11,93
7900,21,femenino,Lota,80,27,97
7901,26,masculino,Tomé,97,84,24
7902,26,femenino,Concepción,84,72,50
7903,21,femenino,Concepción,31,89,31
7904,22,prefiero no decirlo,Lota,44,47,10
7905,18,masculino,Lota,47,61,23
7906,26,femenino,Penco,19,31,82
7907,25,femenino,Penco,34,26,17
7908,20,prefiero no decirlo,Hualpén,80,57,32
7909,27,masculino,Tomé,95,13,22
7910,25,prefiero no decirlo,Hualpén,1,32,14
7911,23,prefiero no decirlo,Concepción,9,80,5
7912,19,prefiero no decirlo,Concepción,10,17,62
7913,29,masculino,Lota,54,7,71
7914,18,femenino,Lota,32,64,1
7915,23,masculino,Coronel,81,61,85
7916,18,prefiero no decirlo,San Pedro,64,85,30
7917,28,masculino,Tomé,27,21,2
7918,23,prefiero no decirlo,Tomé,24,4,14
7919,23,masculino,Arauco,24,51,60
7920,28,prefiero no decirlo,Concepción,99,37,99
7921,24,masculino,Coronel,31,28,47
7922,24,femenino,San Pedro,19,81,57
7923,24,prefiero no decirlo,Lota,14,46,1
7924,29,femenino,San Pedro,72,34,75
7925,28,masculino,Lota,22,55,7
7926,28,femenino,Tomé,97,88,73
7927,27,femenino,San Pedro,92,69,15
7928,24,femenino,Coronel,5,71,19
7929,24,masculino,Tomé,49,67,66
7930,19,masculino,Penco,86,22,48
7931,29,prefiero no decirlo,Coronel,72,76,43
7932,20,prefiero no decirlo,Tomé,70,46,31
7933,18,masculino,Hualpén,32,82,28
7934,20,femenino,Tomé,80,71,40
7935,27,prefiero no decirlo,Tomé,7,35,68
7936,26,masculino,Lota,86,28,34
7937,21,masculino,Tomé,2,46,50
7938,26,femenino,Tomé,71,38,43
7939,22,masculino,Concepción,14,69,31
7940,29,masculino,Lota,4,17,94
7941,29,prefiero no decirlo,Coronel,85,90,28
7942,23,femenino,Lota,66,6,13
7943,21,masculino,Hualpén,29,40,97
7944,20,femenino,Hualpén,3,34,80
7945,28,prefiero no decirlo,Concepción,79,93,33
7946,22,femenino,Hualpén,60,55,85
7947,25,prefiero no decirlo,Penco,79,20,35
7948,29,prefiero no decirlo,Arauco,60,7,16
7949,28,femenino,San Pedro,86,97,82
7950,21,masculino,Concepción,42,12,63
7951,22,masculino,Coronel,62,62,20
7952,18,masculino,Hualpén,66,87,69
7953,19,femenino,Penco,47,63,11
7954,20,prefiero no decirlo,Penco,79,9,7
7955,24,masculino,Coronel,29,94,31
7956,28,prefiero no decirlo,Penco,49,82,1
7957,25,femenino,Tomé,86,71,82
7958,27,femenino,Lota,68,15,78
7959,24,prefiero no decirlo,Arauco,7,83,1
7960,23,masculino,Arauco,10,95,94
7961,24,masculino,Penco,69,27,35
7962,27,prefiero no decirlo,Concepción,32,91,7
7963,20,prefiero no decirlo,Concepción,89,13,11
7964,20,masculino,Penco,68,87,36
7965,29,prefiero no decirlo,Penco,10,96,9
7966,20,masculino,Concepción,13,6,21
7967,26,femenino,San Pedro,71,74,75
7968,26,masculino,Concepción,27,96,45
7969,22,masculino,Arauco,13,55,31
7970,20,femenino,Tomé,96,30,76
7971,28,prefiero no decirlo,Penco,47,90,72
7972,19,prefiero no decirlo,Concepción,43,53,4
7973,26,femenino,Arauco,68,80,37
7974,19,masculino,Lota,94,70,90
7975,29,femenino,Concepción,97,59,15
7976,20,femenino,Hualpén,1,15,51
7977,28,prefiero no decirlo,Penco,66,4,37
7978,23,masculino,Tomé,4,20,68
7979,24,femenino,Hualpén,35,46,48
7980,26,prefiero no decirlo,Penco,13,18,69
7981,28,masculino,Coronel,46,63,91
7982,18,prefiero no decirlo,Concepción,87,53,9
7983,25,masculino,Tomé,70,94,43
7984,28,prefiero no decirlo,Tomé,37,33,69
7985,26,femenino,Arauco,34,20,23
7986,26,prefiero no decirlo,Lota,71,47,13
7987,29,femenino,Tomé,24,7,41
7988,28,prefiero no decirlo,San Pedro,63,69,1
7989,24,femenino,Arauco,40,81,55
7990,21,masculino,Tomé,69,83,11
7991,24,masculino,Concepción,67,12,83
7992,18,masculino,Hualpén,56,24,75
7993,26,prefiero no decirlo,San Pedro,66,89,25
7994,28,femenino,Arauco,95,82,7
7995,19,prefiero no decirlo,Tomé,53,18,23
7996,26,femenino,Concepción,39,94,49
7997,22,masculino,Coronel,42,14,6
7998,28,prefiero no decirlo,Lota,11,97,5
7999,20,prefiero no decirlo,Arauco,47,88,84
8000,29,masculino,Hualpén,73,57,76
8001,24,masculino,Coronel,89,33,10
8002,20,masculino,Coronel,42,5,91
8003,26,masculino,Arauco,30,83,50
8004,18,masculino,Concepción,80,42,50
8005,24,prefiero no decirlo,Concepción,33,4,86
8006,24,femenino,Arauco,19,31,63
8007,27,masculino,Coronel,99,78,73
8008,18,prefiero no decirlo,Hualpén,14,27,63
8009,25,masculino,Coronel,43,49,31
8010,22,masculino,Hualpén,11,98,72
8011,19,prefiero no decirlo,Lota,44,18,10
8012,29,masculino,San Pedro,16,15,44
8013,22,prefiero no decirlo,San Pedro,38,90,69
8014,22,masculino,Penco,36,47,3
8015,18,femenino,Concepción,95,12,95
8016,20,femenino,Arauco,30,10,69
8017,23,masculino,Concepción,27,62,44
8018,24,femenino,San Pedro,66,74,34
8019,29,masculino,San Pedro,13,17,98
8020,28,femenino,Concepción,68,60,48
8021,22,masculino,Tomé,74,81,7
8022,29,masculino,Lota,20,18,16
8023,20,prefiero no decirlo,Coronel,5,61,34
8024,19,prefiero no decirlo,Arauco,60,39,77
8025,20,masculino,San Pedro,36,69,67
8026,29,masculino,Concepción,11,68,45
8027,28,masculino,Concepción,50,36,19
8028,29,masculino,Concepción,67,53,84
8029,21,masculino,Concepción,90,83,91
8030,22,prefiero no decirlo,Hualpén,6,36,70
8031,21,prefiero no decirlo,Hualpén,72,61,61
8032,24,prefiero no decirlo,Concepción,95,22,56
8033,24,prefiero no decirlo,Penco,9,61,4
8034,23,femenino,Hualpén,66,66,50
8035,18,femenino,Penco,80,8,37
8036,27,prefiero no decirlo,Concepción,90,50,21
8037,19,prefiero no decirlo,Tomé,79,64,16
8038,21,femenino,Concepción,29,8,86
8039,29,prefiero no decirlo,Arauco,83,50,75
8040,27,prefiero no decirlo,Lota,20,92,92
8041,23,femenino,Hualpén,65,1,58
8042,29,prefiero no decirlo,Penco,65,37,75
8043,25,prefiero no decirlo,Lota,86,94,50
8044,18,masculino,Lota,23,38,64
8045,28,prefiero no decirlo,Coronel,79,79,50
8046,21,femenino,Coronel,43,34,53
8047,27,femenino,Arauco,70,26,98
8048,22,masculino,Concepción,62,63,3
8049,19,femenino,San Pedro,35,93,6
8050,24,prefiero no decirlo,Hualpén,37,28,83
8051,29,prefiero no decirlo,Penco,95,30,19
8052,20,prefiero no decirlo,Coronel,41,37,22
8053,25,prefiero no decirlo,Tomé,42,43,80
8054,29,prefiero no decirlo,Lota,11,80,58
8055,24,prefiero no decirlo,Hualpén,26,16,49
8056,28,masculino,Lota,13,24,5
8057,19,masculino,San Pedro,96,10,95
8058,29,prefiero no decirlo,Penco,67,44,23
8059,19,masculino,Coronel,73,21,52
8060,29,prefiero no decirlo,San Pedro,60,41,64
8061,20,prefiero no decirlo,San Pedro,66,1,22
8062,18,masculino,Penco,45,86,1
8063,20,prefiero no decirlo,Penco,14,50,83
8064,27,prefiero no decirlo,Coronel,98,37,5
8065,18,femenino,Coronel,87,72,82
8066,29,femenino,Penco,16,29,43
8067,20,prefiero no decirlo,Lota,56,51,63
8068,27,prefiero no decirlo,San Pedro,11,62,8
8069,25,femenino,Concepción,17,52,44
8070,22,masculino,Concepción,46,98,72
8071,19,prefiero no decirlo,Concepción,56,97,90
8072,21,femenino,Lota,88,32,36
8073,24,masculino,San Pedro,58,96,60
8074,21,prefiero no decirlo,Penco,27,33,17
8075,29,prefiero no decirlo,Tomé,3,34,62
8076,20,prefiero no decirlo,Lota,90,95,98
8077,18,prefiero no decirlo,Lota,63,75,72
8078,19,femenino,Concepción,74,53,28
8079,27,prefiero no decirlo,Penco,18,12,75
8080,23,femenino,Hualpén,84,54,41
8081,27,prefiero no decirlo,Tomé,82,25,60
8082,28,prefiero no decirlo,Hualpén,80,42,15
8083,25,prefiero no decirlo,Tomé,90,39,16
8084,29,prefiero no decirlo,Hualpén,8,41,36
8085,19,masculino,Arauco,1,22,22
8086,27,prefiero no decirlo,Tomé,49,73,27
8087,23,prefiero no decirlo,Lota,5,51,57
8088,21,masculino,Lota,39,11,2
8089,19,masculino,Arauco,47,46,76
8090,22,masculino,Hualpén,52,80,37
8091,23,masculino,Lota,44,38,77
8092,19,prefiero no decirlo,San Pedro,85,67,63
8093,18,masculino,Concepción,57,25,70
8094,21,masculino,Tomé,55,99,83
8095,21,prefiero no decirlo,Concepción,77,37,47
8096,23,masculino,Arauco,7,74,55
8097,27,femenino,Coronel,88,73,69
8098,24,femenino,Concepción,12,27,76
8099,25,masculino,Tomé,16,35,68
8100,20,masculino,Arauco,63,94,68
8101,19,prefiero no decirlo,Hualpén,55,54,99
8102,21,femenino,Lota,75,18,62
8103,24,masculino,Tomé,65,30,3
8104,22,femenino,San Pedro,62,10,40
8105,19,masculino,Arauco,42,65,16
8106,26,prefiero no decirlo,Concepción,50,5,37
8107,21,femenino,San Pedro,58,72,65
8108,28,prefiero no decirlo,Hualpén,71,50,6
8109,19,prefiero no decirlo,Lota,24,34,14
8110,24,masculino,San Pedro,55,82,36
8111,22,prefiero no decirlo,Penco,99,50,53
8112,24,femenino,Lota,76,17,60
8113,24,masculino,San Pedro,30,22,37
8114,27,masculino,Lota,64,97,65
8115,24,femenino,Arauco,22,7,18
8116,23,femenino,Lota,25,60,34
8117,29,masculino,Lota,92,7,65
8118,26,femenino,Concepción,85,80,38
8119,28,femenino,Arauco,47,38,27
8120,20,prefiero no decirlo,Tomé,28,90,84
8121,24,masculino,Lota,99,51,1
8122,22,femenino,Arauco,74,70,44
8123,21,prefiero no decirlo,Tomé,41,91,27
8124,22,prefiero no decirlo,Coronel,37,77,91
8125,25,femenino,Concepción,29,46,59
8126,20,prefiero no decirlo,San Pedro,54,3,33
8127,20,masculino,San Pedro,79,43,74
8128,23,femenino,Arauco,85,50,21
8129,23,femenino,Lota,48,95,19
8130,20,prefiero no decirlo,Tomé,1,45,22
8131,29,masculino,San Pedro,14,18,66
8132,25,masculino,Tomé,58,46,11
8133,18,femenino,Hualpén,84,40,70
8134,24,femenino,Coronel,9,62,21
8135,24,masculino,Coronel,86,9,81
8136,21,femenino,Concepción,1,51,19
8137,26,masculino,Concepción,17,65,40
8138,27,femenino,Concepción,79,61,64
8139,24,prefiero no decirlo,Hualpén,87,17,8
8140,19,prefiero no decirlo,Arauco,24,44,27
8141,29,masculino,Concepción,74,77,1
8142,19,prefiero no decirlo,Penco,77,98,1
8143,23,masculino,Coronel,29,64,14
8144,24,femenino,Coronel,84,85,33
8145,24,femenino,San Pedro,40,99,58
8146,20,masculino,Arauco,47,20,11
8147,27,prefiero no decirlo,Penco,23,94,25
8148,18,masculino,Concepción,99,98,34
8149,20,masculino,Penco,35,8,16
8150,26,masculino,Coronel,14,42,52
8151,26,femenino,Arauco,38,83,62
8152,28,prefiero no decirlo,Hualpén,11,53,75
8153,28,prefiero no decirlo,Lota,79,17,90
8154,25,masculino,Concepción,70,17,61
8155,21,femenino,Hualpén,32,18,8
8156,26,masculino,Penco,19,86,50
8157,28,femenino,Hualpén,31,60,60
8158,23,masculino,Tomé,96,79,81
8159,25,prefiero no decirlo,Hualpén,93,67,90
8160,21,prefiero no decirlo,Concepción,12,86,85
8161,24,masculino,Penco,66,13,82
8162,26,prefiero no decirlo,Concepción,97,90,72
8163,23,masculino,Coronel,40,7,67
8164,28,prefiero no decirlo,San Pedro,29,7,52
8165,22,masculino,Tomé,99,66,43
8166,19,prefiero no decirlo,Coronel,45,33,51
8167,22,femenino,Hualpén,44,38,80
8168,23,femenino,Penco,26,65,42
8169,24,prefiero no decirlo,Lota,57,66,21
8170,19,femenino,Concepción,85,57,41
8171,26,femenino,Lota,84,60,79
8172,24,femenino,Coronel,81,68,65
8173,23,femenino,Lota,51,4,23
8174,26,prefiero no decirlo,Concepción,25,59,16
8175,27,femenino,Coronel,2,4,99
8176,26,femenino,Coronel,2,38,3
8177,23,prefiero no decirlo,Coronel,88,52,3
8178,26,femenino,Arauco,16,48,57
8179,19,masculino,Hualpén,20,9,44
8180,20,prefiero no decirlo,Hualpén,86,41,73
8181,26,prefiero no decirlo,Arauco,34,5,41
8182,21,femenino,Concepción,23,27,26
8183,26,prefiero no decirlo,Coronel,60,52,36
8184,26,femenino,Hualpén,55,91,62
8185,29,femenino,Arauco,81,88,41
8186,23,masculino,Hualpén,30,52,96
8187,19,prefiero no decirlo,Hualpén,9,28,34
8188,28,prefiero no decirlo,Hualpén,21,65,60
8189,24,femenino,Penco,75,17,64
8190,25,prefiero no decirlo,Coronel,16,78,5
8191,22,prefiero no decirlo,Tomé,58,30,30
8192,21,prefiero no decirlo,Penco,57,80,71
8193,25,prefiero no decirlo,Concepción,75,1,8
8194,18,masculino,Coronel,27,98,30
8195,29,prefiero no decirlo,Arauco,46,51,54
8196,18,masculino,Arauco,12,78,47
8197,24,femenino,Lota,24,59,59
8198,22,femenino,Penco,20,47,89
8199,29,femenino,Coronel,60,8,36
8200,26,prefiero no decirlo,Arauco,45,16,70
8201,20,femenino,Lota,74,58,31
8202,21,prefiero no decirlo,San Pedro,5,60,13
8203,28,prefiero no decirlo,Concepción,99,42,50
8204,24,femenino,Coronel,33,40,67
8205,25,masculino,Hualpén,61,97,53
8206,29,prefiero no decirlo,Arauco,32,81,21
8207,21,masculino,Concepción,33,26,4
